id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
431_mz3_iin_sirius_473	C21H37N	[M + H]+	Terpenoids	0.7099817395210266	Diterpenoids	0.3676895797252655	Steroidal alkaloids	0.7006648778915405	Steroidal alkaloids	0.6820566654205322			Steroidal alkaloids	0.6820566654205322	Steroids and steroid derivatives	0.5891799926757812	Lipids and lipid-like molecules	0.7911079525947571	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organonitrogen compounds; Amines; Steroidal alkaloids; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
112_mz3_iin_sirius_129	C14H12O4	[M + H]+	Shikimates and Phenylpropanoids	0.9960663914680481	Stilbenoids	0.9996092915534973	Monomeric stilbenes	0.9988160133361816	Stilbenes	0.9984545707702637					Stilbenes	0.9984545707702637	Phenylpropanoids and polyketides	0.987913191318512	Organic compounds; Styrenes; Phenols; Catechols; Resorcinols; Stilbenes; Phenylpropanoids and polyketides; Organooxygen compounds; Benzenediols; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
51_mz3_iin_sirius_63	C7H8O3	[M - H2O + H]+	Shikimates and Phenylpropanoids	0.5118355751037598	Phenolic acids (C6-C1)	0.2831496000289917	Simple phenolic acids	0.2704545855522156	Benzyl alcohols	0.6679932475090027			Benzyl alcohols	0.6679932475090027	Benzene and substituted derivatives	0.9702706933021545	Benzenoids	0.9782986640930176	Organic compounds; Benzyl alcohols; Alcohols and polyols; Phenols; Primary alcohols; Organooxygen compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Aromatic alcohols; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
563_mz3_iin_sirius_624	C18H30O5	[M - H4O2 + H]+	Terpenoids	0.3715150058269501	Cyclic polyketides	0.41788405179977417	Drimane sesquiterpenoids	0.2491828203201294	Benzenoids	0.5288985967636108							Benzenoids	0.5288985967636108	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
173_mz3_iin_sirius_196	C10H10O4	[M - H2O + H]+	Shikimates and Phenylpropanoids	0.9977631568908691	Phenylpropanoids (C6-C3)	0.9992269277572632	Cinnamic acids and derivatives	0.9994631409645081	Coumaric acids and derivatives	0.9591970443725586	Coumaric acids and derivatives	0.9591970443725586	Hydroxycinnamic acids and derivatives	0.9773135781288147	Cinnamic acids and derivatives	0.9302085638046265	Phenylpropanoids and polyketides	0.9950445890426636	Organic compounds; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities
627_mz3_iin_sirius_703	C22H44N2O4S2	[M + K]+	Fatty acids	0.9587799310684204	Fatty amides	0.776116669178009	N-acyl amines	0.6234962344169617	Dialkylthioethers	0.8370716571807861			Dialkylthioethers	0.8370716571807861	Thioethers	0.5700472593307495	Organosulfur compounds	0.9973593354225159	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Thioethers; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
360_mz3_iin_sirius_395	C20H30O5	[M - H2O + H]+	Terpenoids	0.9363532662391663	Diterpenoids	0.5516480803489685	Colensane and Clerodane diterpenoids	0.15369336307048798	Diterpenoids	0.5731216669082642			Diterpenoids	0.5731216669082642	Prenol lipids	0.7207810878753662	Lipids and lipid-like molecules	0.8852047920227051	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Cyclic alcohols and derivatives; Diterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
113_mz3_iin_sirius_130	C8H8O3	[M - H2O + H]+	Shikimates and Phenylpropanoids	0.9774172306060791	Phenolic acids (C6-C1)	0.6669334173202515	Simple phenolic acids	0.6361410617828369	1-hydroxy-2-unsubstituted benzenoids	0.7615672945976257			1-hydroxy-2-unsubstituted benzenoids	0.7615672945976257	Phenols	0.8354642391204834	Benzenoids	0.9999500513076782	Organic compounds; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
234_mz3_iin_sirius_261	C15H18N3O5	[M + H]+	Amino acids and Peptides	0.4299263656139374	Small peptides	0.5024538040161133	Dipeptides	0.20662164688110352	Alpha amino acids and derivatives	0.5985005497932434	Amino acids and derivatives	0.7774307727813721	Amino acids, peptides, and analogues	0.7805936932563782	Carboxylic acids and derivatives	0.9490723013877869	Organic acids and derivatives	0.9717185497283936	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Amines; Primary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
174_mz3_iin_sirius_197	C11H26N3O5	[M + Na]+	Amino acids and Peptides	0.7362000942230225	Small peptides	0.8123087286949158	Dipeptides	0.10689336061477661	Alpha amino acids and derivatives	0.5246404409408569	Amino acids and derivatives	0.7531972527503967	Amino acids, peptides, and analogues	0.7931445837020874	Carboxylic acids and derivatives	0.8921402096748352	Organic acids and derivatives	0.9723573923110962	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Beta hydroxy acids and derivatives; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
295_mz3_iin_sirius_326	C28H22O6	[M + H]+	Shikimates and Phenylpropanoids	0.9982951283454895	Stilbenoids	0.9806488752365112	Oligomeric stibenes	0.9904375672340393	2-arylbenzofuran flavonoids	0.7178678512573242					2-arylbenzofuran flavonoids	0.7178678512573242	Phenylpropanoids and polyketides	0.9726837873458862	Organic compounds; Organoheterocyclic compounds; Styrenes; Alkyl aryl ethers; Phenols; Resorcinols; Stilbenes; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Benzenediols; Benzene and substituted derivatives; Benzenoids; 2-arylbenzofuran flavonoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
433_mz3_iin_sirius_475	C16H33NO2	[M + H]+	Terpenoids	0.44494864344596863	Fatty amides	0.6257845163345337	Phenylalanine-derived alkaloids	0.17091482877731323	Fatty Acyls	0.7320937514305115					Fatty Acyls	0.7320937514305115	Lipids and lipid-like molecules	0.7781683206558228	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
235_mz3_iin_sirius_262	C17H38N3O8	[M + Na]+	Amino acids and Peptides	0.4275837242603302	Ornithine alkaloids	0.18532760441303253	Polyamines	0.10569202899932861	Amino acids and derivatives	0.6048992276191711	Amino acids and derivatives	0.6048992276191711	Amino acids, peptides, and analogues	0.6507327556610107	Carboxylic acids and derivatives	0.5914505124092102	Organic acids and derivatives	0.6242837309837341	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; N-acyl amines; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Amines; Primary amines; Alkanolamines; Cyclohexanols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
361_mz3_iin_sirius_396	C14H12O2	[M + H]+	Shikimates and Phenylpropanoids	0.5881996154785156	Cyclic polyketides	0.2646626830101013	Simple cyclic polyketides	0.28719913959503174	Aryl alkyl ketones	0.613762617111206	Ketones	0.6387332081794739	Carbonyl compounds	0.6011115312576294	Organooxygen compounds	0.9998306035995483	Organic oxygen compounds	0.9999997615814209	Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Benzenoids; Aryl ketones; Aryl alkyl ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
52_mz3_iin_sirius_64	C10H16N3O7S	[M - H2O + H]+	Carbohydrates	0.8258285522460938	Nucleosides	0.24840593338012695	Pyrimidine nucleos(t)ides	0.41067489981651306	Amino acids and derivatives	0.5544595122337341	Amino acids and derivatives	0.5544595122337341	Amino acids, peptides, and analogues	0.5339718461036682	Carboxylic acids and derivatives	0.265848845243454	Organic acids and derivatives	0.9316852688789368	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Benzenesulfonamides; Alcohols and polyols; Phenols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Sulfonyls; Secondary alcohols; Carbonyl compounds; Aminobenzenesulfonamides; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Primary amines; Aminosulfonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
496_mz3_iin_sirius_545	C20H26O4	[M - H2O + H]+	Terpenoids	0.9919296503067017	Diterpenoids	0.9701245427131653	Abietane diterpenoids	0.20553067326545715	Diterpene lactones	0.7540924549102783	Diterpene lactones	0.7540924549102783	Terpene lactones	0.5464324951171875	Prenol lipids	0.680949866771698	Lipids and lipid-like molecules	0.417716920375824	Organic compounds; Organoheterocyclic compounds; Lactones; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Terpene lactones; Diterpene lactones; Diterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
434_mz3_iin_sirius_476	C19H41NO2	[M + H]+	Fatty acids	0.748641848564148	Diterpenoids	0.22524099051952362	Monocyclic monoterpenoids	0.08320827782154083	Lipids and lipid-like molecules	0.5386037230491638							Lipids and lipid-like molecules	0.5386037230491638	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
629_mz3_iin_sirius_705	C26H40O7	[M + H]+	Terpenoids	0.9790471196174622	Sesquiterpenoids	0.5473478436470032	Labdane diterpenoids	0.31560835242271423	Fatty acid esters	0.7260276079177856			Fatty acid esters	0.7260276079177856	Fatty Acyls	0.47783905267715454	Lipids and lipid-like molecules	0.9639082551002502	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
362_mz3_iin_sirius_397	C14H33NO2	[M - H2O + H]+	Alkaloids	0.7205907702445984	Ornithine alkaloids	0.6371572017669678	Polyamines	0.2958982288837433	Fatty Acyls	0.5079579949378967					Fatty Acyls	0.5079579949378967	Lipids and lipid-like molecules	0.4104231595993042	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
564_mz3_iin_sirius_625	C18H36N2O3S2	[M - H2O + H]+	Alkaloids	0.7533199191093445	Ornithine alkaloids	0.2115323841571808	N-acyl amines	0.1887086033821106	Amino acids and derivatives	0.6877318620681763	Amino acids and derivatives	0.6877318620681763	Amino acids, peptides, and analogues	0.6762756109237671	Carboxylic acids and derivatives	0.8195756077766418	Organic acids and derivatives	0.9770927429199219	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Carbonyl compounds; Amines; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
296_mz3_iin_sirius_327	C21H38N3O5S2	[M + Na]+	Alkaloids	0.26503705978393555	Ornithine alkaloids	0.10834796726703644	Simple amide alkaloids	0.06734522432088852	Alpha amino acids and derivatives	0.7691513299942017	Amino acids and derivatives	0.9783265590667725	Amino acids, peptides, and analogues	0.9771357774734497	Carboxylic acids and derivatives	0.9985600113868713	Organic acids and derivatives	0.9997323155403137	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Thioethers; Secondary alcohols; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Beta amino acids and derivatives; Pyrrolidine carboxylic acids and derivatives; Sulfenyl compounds; Fatty Acyls; Organic oxides; Dialkyldisulfides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
114_mz3_iin_sirius_132	C16H23N2O8S	[M + Na]+	Amino acids and Peptides	0.9448259472846985	Amino acid glycosides	0.7247862815856934	Dipeptides	0.15919965505599976	Alpha amino acids	0.9760199189186096	Amino acids and derivatives	0.6703871488571167	Amino acids, peptides, and analogues	0.6590449810028076	Carboxylic acids and derivatives	0.5120862722396851	Organic acids and derivatives	0.9516947865486145	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Thioethers; Carboxylic acids; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Alpha amino acids; Benzenoids; Amines; Primary amines; Sulfenyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
